date,avg_hourly_earnings,cpi_all_items,cpi_core,cpi_energy,cpi_food,cpi_shelter,epop,lfpr,unemp_rate,headline_yoy_pct,core_yoy_pct,energy_yoy_pct,food_yoy_pct,shelter_yoy_pct,wage_yoy_pct,headline_minus_core_yoy
2023-07-01,33.85,304.609,308.96,275.548,320.719,381.895,60.4,62.6,3.5,3.287749268428297,4.700970557935236,-12.342171817588966,4.823147972624042,7.673113792714559,4.669140383426096,-1.4132212895069385
2023-08-01,33.89,306.082,309.58,287.31,321.524,382.947,60.4,62.8,3.7,3.722504803505289,4.399143440066089,-3.694218837465768,4.230164519004775,7.2536465685286045,4.469790382244154,-0.6766386365608001
2023-09-01,34.01,307.276,310.539,292.623,321.945,385.285,60.4,62.7,3.7,3.687206638119256,4.128747996485882,-0.5032250606080257,3.7016875340228683,7.142360560732608,4.421246545901125,-0.4415413583666261
2023-10-01,34.08,307.696,311.457,286.765,322.992,386.771,60.2,62.6,3.9,3.2512659098611785,4.027401561127464,-4.3941389254696706,3.326359431083148,6.738732672283665,4.220183486238516,-0.7761356512662854
2023-11-01,34.17,308.148,312.392,282.146,323.41,388.525,60.4,62.8,3.7,3.1333462745911866,4.017980521102138,-5.354117816757076,2.938133993678771,6.5342272309738325,4.113345521023781,-0.8846342465109513
2023-12-01,34.29,308.741,313.195,280.763,323.891,390.139,60.1,62.5,3.8,3.3159099427102934,3.9154727698627045,-1.944260119442609,2.7028826732029776,6.170094648212343,4.098360655737721,-0.5995628271524112
2024-01-01,34.47,309.698,314.319,279.953,324.873,392.322,60.2,62.5,3.7,3.0883429864855705,3.8583540949372663,-4.327187601455851,2.5292006854783944,6.05848433812457,4.391278013325239,-0.7700111084516958
2024-02-01,34.52,310.967,315.564,283.331,325.168,394.078,60.2,62.6,3.9,3.157074141648697,3.7619647313751337,-1.8603958406938625,2.246049838849151,5.754140770081251,4.132730015082964,-0.6048905897264367
2024-03-01,34.65,312.345,316.792,288.688,325.24,395.827,60.3,62.7,3.9,3.4868349120836584,3.8161935067360986,2.057496782951773,2.260650841062728,5.644580146152167,4.147880973850304,-0.3293585946524402
2024-04-01,34.76,313.023,317.649,287.611,325.894,397.196,60.2,62.6,3.9,3.3607951262196734,3.6260251717590952,2.403688670511994,2.2396511427271726,5.523852031328058,3.9784624588692807,-0.26523004553942187
2024-05-01,34.89,313.175,318.095,284.165,326.385,398.689,60.1,62.6,3.9,3.244278584003113,3.394419668976645,3.6066255154535876,2.1271203146560946,5.388523515479626,4.149253731343294,-0.15014108497353185
2024-06-01,35.01,313.044,318.39,278.284,327.042,399.699,60.0,62.6,4.1,2.9702579486470926,3.2654173234475614,0.93285747446612,2.219152221340104,5.141060883060877,3.918076580587715,-0.29515937480046883
2024-07-01,35.08,313.569,318.94,278.287,327.74,401.139,60.0,62.7,4.2,2.9414757935583014,3.2301916105644812,0.9940191908487828,2.189143767597179,5.0390814229042125,3.633677991137363,-0.2887158170061799
2024-08-01,35.22,314.062,319.75,275.706,328.154,402.895,60.0,62.7,4.2,2.607144490692037,3.2850959364300047,-4.038843061501507,2.0620544656075435,5.209075929567275,3.9244614930658006,-0.6779514457379676
2024-09-01,35.34,314.732,320.732,272.681,329.109,403.956,60.1,62.7,4.1,2.4264830315416708,3.2823574494668994,-6.814912019902741,2.225224805479198,4.846023073828465,3.9106145251396773,-0.8558744179252287
2024-10-01,35.46,315.631,321.731,273.003,329.851,405.721,60.0,62.5,4.1,2.578844053871343,3.298689706765301,-4.799051488152317,2.1235820082231127,4.89954003790356,4.049295774647899,-0.7198456528939579
2024-11-01,35.6,316.528,322.657,273.281,330.937,407.114,59.8,62.4,4.2,2.719472461284833,3.2859356193500444,-3.141990317069887,2.3273862898487874,4.784505501576475,4.184957565115588,-0.5664631580652113
2024-12-01,35.69,317.604,323.259,279.829,331.65,408.165,59.9,62.5,4.1,2.870690967509981,3.2133335461932644,-0.3326649166734863,2.395558999786962,4.620404522490706,4.082822980460765,-0.3426425786832832
